id,sales
3000888,4.1416878476925945
3000889,0.29120759201219926
3000890,-19.31117130041764
3000891,2393.1975336250607
3000892,1.003579145993342
3000893,445.4352746185478
3000894,4.66276849347571
3000895,860.8291300039583
3000896,957.4995156530048
3000897,231.10318630308706
3000898,154.5448107506659
3000899,493.99379597144537
3000900,3702.3078101269657
3000901,13.294824655381944
3000902,2.4928713075833002
3000903,-3.6759698280600333
3000904,2.7769136101593404
3000905,-1.142813466195264
3000906,214.2493931134154
3000907,4.339800532575055
3000908,-6.439360725938855
3000909,31.071616253910122
3000910,122.50248866873616
3000911,2.6993426932374405
3000912,359.1592868160192
3000913,289.3233741294499
3000914,3.1310980283524827
3000915,4.426245562501435
3000916,462.30011705449783
3000917,94.48231861968753
3000918,4685.317106012321
3000919,-19.636682766912372
3000920,9.41286382688213
3000921,-33.963910438301866
3000922,-37.81439069398226
3000923,-177.6771197414596
3000924,1346.712990203294
3000925,-37.10201914000112
3000926,104.94767377919541
3000927,-33.44282979251875
3000928,623.5201077617298
3000929,225.09878780664405
3000930,225.69949308317808
3000931,26.657220689158578
3000932,209.59488757971525
3000933,3557.7818602553216
3000934,-24.810773630612516
3000935,-35.61272697841116
3000936,-132.999385485108
3000937,-180.31909641170876
3000938,-39.248411752189725
3000939,119.76472222378501
3000940,-33.765797753419406
3000941,-164.7611128581906
3000942,-140.76898364326274
3000943,-65.5086003184395
3000944,-35.40625559275702
3000945,228.98170514152372
3000946,179.7767029053156
3000947,-34.97450025764198
3000948,-33.679352723493025
3000949,274.9108918670763
3000950,32.44526360754213
3000951,2081.593084031682
3000952,-164.28673837182987
3000953,-28.69273445911233
3000954,14.101126986921543
3000955,10.250646731241147
3000956,46.4835315519266
3000957,4488.779282770886
3000958,10.96301828522229
3000959,637.1912317054057
3000960,14.622207632704658
3000961,1976.7696973101358
3000962,907.6940692155423
3000963,494.3308037882514
3000964,156.77170776373194
3000965,364.95546460111876
3000966,8323.14873392846
3000967,22.050169055893434
3000968,12.452310446812248
3000969,73.36495890222307
3000970,99.54518448156352
3000971,8.816625673033684
3000972,456.21885686406
3000973,13.8671713989105
3000974,194.54043556298615
3000975,105.65364658098554
3000976,184.4548174187595
3000977,12.658781832466389
3000978,452.5068171773445
3000979,489.5577807201085
3000980,13.09053716758143
3000981,47.67633492411511
3000982,399.41828939674224
3000983,52.59659399308441
3000984,2886.8432464524535
3000985,181.3431135220127
3000986,19.37230296611108
3000987,4.0612189581234475
3000988,0.21073870244305226
3000989,-21.867587577393977
3000990,1791.425633294341
3000991,0.9231102564241951
3000992,167.52579339107282
3000993,4.582299603906563
3000994,901.9763376406931
3000995,432.4986096745258
3000996,221.44536601462767
3000997,70.92717667291527
3000998,260.75060356560357
3000999,3580.91126564317
3001000,13.214355765812797
3001001,2.4124024180141532
3001002,3.950111753921874
3001003,-35.33544204059035
3001004,-1.223282355764411
3001005,197.4488920820195
3001006,4.259331643005908
3001007,-37.95473617395277
3001008,-0.714405800601412
3001009,31.58848285489705
3001010,2.6188738036682935
3001011,137.16182427634266
3001012,173.81583049989766
