id,sales
3000888,17.764256
3000889,14.736806
3000890,13.506725
3000891,2752.621
3000892,16.313484
3000893,456.81235
3000894,17.764256
3000895,906.6082
3000896,880.7684
3000897,222.0772
3000898,114.26772
3000899,408.6652
3000900,3233.6277
3000901,35.57577
3000902,16.336903
3000903,-7.6283245
3000904,4.5924797
3000905,16.13673
3000906,214.6932
3000907,17.764256
3000908,79.48808
3000909,86.90243
3000910,135.90657
3000911,17.764256
3000912,307.81866
3000913,279.2349
3000914,16.340076
3000915,17.764256
3000916,370.6742
3000917,99.79236
3000918,4018.9482
3000919,103.68152
3000920,20.317352
3000921,10.722009
3000922,7.6458645
3000923,-12.457643
3000924,1383.1366
3000925,9.271237
3000926,80.75907
3000927,10.722009
3000928,775.6871
3000929,495.66147
3000930,292.61087
3000931,63.41255
3000932,129.17337
3000933,2827.1208
3000934,23.777803
3000935,9.294654
3000936,-6.8395247
3000937,-53.05982
3000938,9.045791
3000939,156.2648
3000940,10.722009
3000941,-4.796734
3000942,29.250113
3000943,39.97893
3000944,10.722009
3000945,238.44746
3000946,194.96425
3000947,9.297832
3000948,10.722009
3000949,197.47078
3000950,45.245724
3000951,3369.0354
3000952,-25.749191
3000953,13.275109
3000954,46.502968
3000955,33.440426
3000956,88.007126
3000957,4675.1978
3000958,45.052193
3000959,657.0464
3000960,46.502968
3000961,1963.6632
3000962,1414.6443
3000963,551.8179
3000964,179.73209
3000965,220.04387
3000966,6448.627
3000967,54.481316
3000968,45.075615
3000969,132.61784
3000970,100.803154
3000971,32.656498
3000972,578.1041
3000973,46.502968
3000974,282.47003
3000975,183.11307
3000976,209.76582
3000977,46.502968
3000978,502.55618
3000979,516.3284
3000980,45.07879
3000981,123.1912
3000982,413.0294
3000983,64.21778
3000984,2603.9998
3000985,269.12213
3000986,49.05607
3000987,12.291797
3000988,10.3363905
3000989,-6.1319532
3000990,1948.0281
3000991,10.841023
3000992,128.02374
3000993,12.291797
3000994,858.07935
3000995,599.8921
3000996,191.47455
3000997,57.430435
3000998,125.27883
3000999,2934.243
3001000,25.34759
3001001,10.864442
3001002,-14.578944
3001003,-32.0959
3001004,10.375558
3001005,138.87395
3001006,12.291797
3001007,5.5721316
3001008,23.268856
3001009,44.327755
3001010,12.291797
3001011,172.16153
3001012,133.7399
3001013,10.8676195
3001014,12.291797
3001015,160.37463
3001016,41.44789
3001017,2924.3281
3001018,5.690536
3001019,14.844895
3001020,12.291797
3001021,10.3363905
3001022,-6.1319532
3001023,1942.2126
3001024,10.841023
3001025,128.02374
3001026,12.291797
3001027,858.07935
3001028,536.0813
3001029,191.47455
3001030,57.430435
3001031,125.27883
3001032,2972.552
3001033,25.34759
3001034,10.864442
3001035,-14.578944
3001036,-32.0959
3001037,10.375558
3001038,138.87395
3001039,12.291797
3001040,5.5721316
3001041,23.268856
3001042,45.35129
3001043,12.291797
3001044,172.16153
3001045,175.65202
3001046,10.8676195
3001047,12.291797
3001048,133.55864
3001049,41.44789
3001050,3213.2961
3001051,5.690536
3001052,14.844895
3001053,17.241869
3001054,15.286464
3001055,61.778534
3001056,1727.0657
3001057,15.791097
3001058,186.15196
3001059,17.241869
3001060,1149.7723
3001061,651.25024
3001062,226.59276
3001063,69.870865
3001064,148.7022
3001065,2976.7314
3001066,25.220207
3001067,15.814513
3001068,53.331562
3001069,35.814598
3001070,15.325631
3001071,207.63417
3001072,17.241869
3001073,73.48261
3001074,91.17931
3001075,112.23824
3001076,17.241869
3001077,239.54182
3001078,272.92532
3001079,15.817691
3001080,17.241869
3001081,124.761856
3001082,46.397964
3001083,3869.0918
3001084,73.60102
3001085,19.794968
3001086,24.806608
3001087,22.851206
3001088,23.088232
3001089,2348.6536
3001090,23.355837
3001091,157.24394
3001092,24.806608
3001093,921.4318
3001094,624.8362
3001095,288.51697
3001096,64.49796
3001097,131.90494
3001098,3264.7764
3001099,37.86241
3001100,23.37926
3001101,14.641245
3001102,-2.875716
3001103,22.890371
3001104,168.09415
3001105,24.806608
3001106,34.79233
3001107,52.489048
3001108,73.54794
3001109,24.806608
3001110,184.67636
3001111,192.56697
3001112,23.382433
3001113,24.806608
3001114,146.07347
3001115,48.07399
3001116,2927.8945
3001117,34.910725
3001118,27.359709
3001119,14.53332
3001120,12.577919
3001121,29.025002
3001122,1701.5717
3001123,13.082545
3001124,137.69708
3001125,14.53332
3001126,979.60864
3001127,488.9923
3001128,167.79158
3001129,131.83617
3001130,142.90282
3001131,2446.3486
3001132,19.581959
3001133,13.1059675
3001134,19.748936
3001135,21.145317
3001136,12.617086
3001137,159.17928
3001138,14.53332
3001139,25.027754
3001140,61.46296
3001141,63.78338
3001142,14.53332
3001143,157.5162
3001144,166.51683
3001145,13.109141
3001146,14.53332
3001147,132.056
3001148,49.815495
3001149,2894.5413
3001150,25.146154
3001151,17.08642
3001152,15.498612
