id,sales
3000888,3.3351903
3000889,-0.0024466116
3000890,4.9889197
3000891,2796.639
3000892,0.08897825
3000893,537.375
3000894,18.97503
3000895,1072.9167
3000896,1160.2456
3000897,211.31195
3000898,218.39008
3000899,420.52783
3000900,3676.63
3000901,41.44789
3000902,1.5699557
3000903,25.586218
3000904,33.88986
3000905,-0.0024466116
3000906,254.42143
3000907,16.156649
3000908,67.75823
3000909,11.556964
3000910,230.47296
3000911,10.059009
3000912,362.7202
3000913,255.77008
3000914,10.316377
3000915,19.444548
3000916,392.9242
3000917,99.91766
3000918,4152.979
3000919,4.914746
3000920,32.428753
3000921,2.6285703
3000922,-0.0024466116
3000923,1.8556424
3000924,1158.2272
3000925,-0.0024466116
3000926,105.92038
3000927,3.634166
3000928,783.31
3000929,458.41232
3000930,293.25488
3000931,42.87824
3000932,55.71085
3000933,2814.77
3000934,5.957767
3000935,-0.0024466116
3000936,14.821419
3000937,16.098083
3000938,-0.0024466116
3000939,185.96957
3000940,1.1875496
3000941,6.2071157
3000942,3.0969868
3000943,38.616932
3000944,0.18908958
3000945,162.23465
3000946,201.4962
3000947,0.633264
3000948,5.0118456
3000949,132.60953
3000950,34.51684
3000951,208.50745
3000952,22.848017
3000953,2.761328
3000954,7.9869275
3000955,-0.0024466116
3000956,8.04596
3000957,4594.323
3000958,0.18793815
3000959,653.78455
3000960,13.687839
3000961,2084.349
3000962,1133.4462
3000963,645.9585
3000964,209.7033
3000965,210.06227
3000966,7046.5894
3000967,32.81789
3000968,0.7113078
3000969,35.53691
3000970,61.479183
3000971,-0.0024466116
3000972,584.2472
3000973,11.0148325
3000974,40.499706
3000975,122.463844
3000976,96.04481
3000977,3.28085
3000978,692.16437
3000979,459.46185
3000980,3.8879352
3000981,31.288246
3000982,482.46478
3000983,97.01978
3000984,2499.1792
3000985,240.9085
3000986,13.296439
3000987,6.116357
3000988,-0.0024466116
3000989,3.4020538
3000990,1831.325
3000991,0.05134058
3000992,217.84128
3000993,9.358345
3000994,992.27136
3000995,600.0897
3000996,308.31146
3000997,137.74597
3000998,126.98905
3000999,3060.5334
3001000,9.862739
3001001,0.22479424
3001002,19.647066
3001003,24.454166
3001004,-0.0024466116
3001005,215.90915
3001006,0.2825564
3001007,22.90354
3001008,7.0845137
3001009,87.7244
3001010,2.7909515
3001011,179.2534
3001012,199.73819
3001013,2.0865114
3001014,10.77292
3001015,216.86276
3001016,52.73859
3001017,351.39474
3001018,39.16178
3001019,6.432642
3001020,5.497752
3001021,-0.0024466116
3001022,2.4968615
3001023,1643.1156
3001024,-0.0024466116
3001025,146.19492
3001026,3.9232066
3001027,828.3845
3001028,507.69025
3001029,208.63799
3001030,71.26221
3001031,72.02703
3001032,2870.6987
3001033,7.356299
3001034,-0.0024466116
3001035,18.620361
3001036,18.26598
3001037,-0.0024466116
3001038,174.71956
3001039,0.91930646
3001040,80.38233
3001041,3.735654
3001042,62.669487
3001043,1.7099109
3001044,150.42723
3001045,202.13335
3001046,0.5965814
3001047,5.9362063
3001048,91.094345
3001049,39.655342
3001050,594.1632
3001051,23.768597
3001052,2.812213
3001053,5.0052457
3001054,-0.0024466116
3001055,2.7697256
3001056,1510.5659
3001057,-0.0024466116
3001058,222.07219
3001059,7.506638
3001060,1260.0498
3001061,670.1683
3001062,403.89392
3001063,51.83984
3001064,68.67965
3001065,3082.7058
3001066,11.183096
3001067,-0.0024466116
3001068,19.207287
3001069,26.991194
3001070,-0.0024466116
3001071,267.99988
3001072,-0.0024466116
3001073,6.3430552
3001074,5.590492
3001075,56.211548
3001076,6.1916475
3001077,335.2182
3001078,359.45157
3001079,1.358813
3001080,14.025451
3001081,85.01269
3001082,92.48632
3001083,1007.0461
3001084,22.396496
3001085,6.509886
3001086,3.6670973
3001087,-0.0024466116
3001088,3.4169762
3001089,1856.3618
3001090,-0.0024466116
3001091,214.70493
3001092,3.0418632
3001093,1141.3679
3001094,588.5686
3001095,364.22375
3001096,149.05624
3001097,172.59552
3001098,3178.8237
3001099,10.9915
3001100,0.42897752
3001101,20.827263
3001102,66.642876
3001103,-0.0024466116
3001104,271.27206
3001105,8.563392
3001106,44.826416
3001107,21.040823
3001108,54.853363
3001109,3.241344
3001110,171.90695
3001111,247.61716
3001112,2.0924141
3001113,10.273508
3001114,169.30775
3001115,61.59634
3001116,1530.103
3001117,48.19177
3001118,7.416739
3001119,4.8389397
3001120,-0.0024466116
3001121,0.7429789
3001122,1199.2118
3001123,-0.0024466116
3001124,123.88135
3001125,3.6825433
3001126,771.61426
3001127,346.12384
3001128,160.1779
3001129,121.34582
3001130,109.07619
3001131,2028.1786
3001132,4.659645
3001133,-0.0024466116
3001134,15.418594
3001135,14.589322
3001136,-0.0024466116
3001137,155.78317
3001138,-0.0024466116
3001139,43.701015
3001140,3.8402755
3001141,46.07658
3001142,0.93992233
3001143,59.22918
3001144,120.86286
3001145,0.07329677
3001146,3.9695635
3001147,52.128616
3001148,41.262245
3001149,450.9016
3001150,161.30438
3001151,1.0962268
3001152,7.426134
3001153,-0.0024466116
3001154,5.2922363
3001155,2839.884
3001156,0.58548987
3001157,379.87228
3001158,8.618213
3001159,1391.6494
3001160,1172.8094
3001161,615.4582
3001162,317.3371
3001163,279.37775
3001164,4288.593
3001165,27.25766
3001166,-0.0024466116
3001167,29.416864
3001168,110.170235
3001169,-0.0024466116
3001170,360.99216
3001171,-0.0024466116
3001172,45.309002
3001173,94.848045
3001174,82.17373
3001175,16.513985
3001176,287.25363
3001177,327.79242
3001178,4.966975
3001179,20.645082
3001180,356.50436
3001181,83.11734
3001182,2306.0356
3001183,221.70438
3001184,14.874206
3001185,3.0115097
3001186,-0.0024466116
3001187,3.3743362
3001188,2061.126
3001189,-0.0024466116
3001190,585.528
3001191,3.3334641
3001192,721.2065
3001193,885.10657
3001194,233.77919
3001195,94.18143
3001196,84.61892
3001197,2775.9224
3001198,-47.66735
3001199,-0.0024466116
3001200,19.337072
3001201,16.765127
3001202,-0.0024466116
3001203,184.54141
3001204,5.2081637
3001205,22.86599
3001206,5.4550447
3001207,78.024414
3001208,1.8009446
3001209,50.12283
3001210,171.13019
3001211,3.1426826
3001212,7.8640795
3001213,80.62902
3001214,21.815348
3001215,2649.9165
3001216,127.20483
3001217,6.711619
3001218,7.249958
3001219,-0.0024466116
3001220,3.6779146
3001221,2237.6846
3001222,-0.0024466116
3001223,210.41614
3001224,7.007032
3001225,1107.2091
3001226,534.5974
3001227,414.7638
3001228,106.984764
3001229,162.73303
3001230,3356.207
3001231,13.579549
3001232,1.0441041
3001233,22.490553
3001234,23.418009
3001235,-0.0024466116
3001236,238.58801
3001237,4.142892
3001238,19.936869
3001239,7.0132723
3001240,74.06459
3001241,3.1679993
3001242,119.53292
3001243,226.01596
3001244,2.000907
3001245,11.319776
3001246,111.86093
3001247,49.47271
3001248,1175.6001
3001249,12.595733
3001250,5.138543
3001251,5.661544
3001252,-0.0024466116
3001253,10.283424
3001254,3141.379
3001255,1.2015356
3001256,743.9761
3001257,12.36275
3001258,1185.8099
3001259,1095.4434
3001260,317.78375
3001261,224.44923
3001262,436.4364
3001263,4466.475
3001264,43.894253
3001265,1.5147208
3001266,21.182266
3001267,27.889484
3001268,-0.0024466116
3001269,321.15277
3001270,17.794085
3001271,91.99113
3001272,18.643805
3001273,171.14148
3001274,19.916676
3001275,547.10864
3001276,325.06543
3001277,16.825012
3001278,35.784008
3001279,514.4307
3001280,125.03083
3001281,3350.7827
3001282,135.76503
3001283,39.345417
3001284,7.9382544
3001285,-0.0024466116
3001286,6.8169255
3001287,2815.6304
3001288,0.22658561
3001289,475.8852
3001290,7.69117
3001291,1194.4008
3001292,1226.9602
3001293,662.2823
3001294,107.60827
3001295,136.14801
3001296,4494.488
3001297,12.09588
3001298,0.017870558
3001299,21.568201
3001300,53.203007
3001301,-0.0024466116
3001302,416.2105
3001303,3.958828
3001304,49.247257
3001305,35.580555
3001306,76.48541
